ID,Drug1,Drug2,cell_line,Bliss,classification
451,ERLOTINIB,BEZ-235,A2058,5.95,synergy
452,ERLOTINIB,BEZ-235,A2058,7.61,synergy
453,ERLOTINIB,BEZ-235,A2058,6.39,synergy
454,ERLOTINIB,BORTEZOMIB,A2058,4.58,synergy
455,ERLOTINIB,DASATINIB,A2058,4.52,synergy
456,ERLOTINIB,DASATINIB,A2058,7.83,synergy
457,ERLOTINIB,DASATINIB,A2058,10.96,synergy
458,ERLOTINIB,DASATINIB,A2058,9.07,synergy
459,ERLOTINIB,DINACICLIB,A2058,4.98,synergy
460,ERLOTINIB,DINACICLIB,A2058,4.37,synergy
461,ERLOTINIB,GELDANAMYCIN,A2058,7.02,synergy
462,ERLOTINIB,GELDANAMYCIN,A2058,6.46,synergy
463,ERLOTINIB,GELDANAMYCIN,A2058,5.85,synergy
464,ERLOTINIB,GELDANAMYCIN,A2058,6.16,synergy
465,ERLOTINIB,MK-8669,A2058,21.1,synergy
466,ERLOTINIB,MK-8669,A2058,10.9,synergy
467,ERLOTINIB,MK-8669,A2058,19.29,synergy
468,ERLOTINIB,MK-8669,A2058,26.16,synergy
469,ERLOTINIB,MK-8776,A2058,3.98,synergy
470,ERLOTINIB,MK-8776,A2058,5.73,synergy
471,ERLOTINIB,MK-8776,A2058,6.45,synergy
472,ERLOTINIB,OXALIPLATIN,A2058,3.61,synergy
473,ERLOTINIB,PD325901,A2058,3.87,synergy
474,ERLOTINIB,PD325901,A2058,5.31,synergy
475,ERLOTINIB,PD325901,A2058,4.38,synergy
476,ERLOTINIB,SN-38,A2058,6.83,synergy
477,ERLOTINIB,SN-38,A2058,6.18,synergy
478,ERLOTINIB,SN-38,A2058,14.96,synergy
479,ERLOTINIB,SN-38,A2058,3.78,synergy
480,ERLOTINIB,SORAFENIB,A2058,6.77,synergy
481,ERLOTINIB,SORAFENIB,A2058,7.33,synergy
482,ERLOTINIB,SORAFENIB,A2058,8,synergy
483,ERLOTINIB,SORAFENIB,A2058,15.53,synergy
484,ERLOTINIB,TOPOTECAN,A2058,9.83,synergy
485,ERLOTINIB,TOPOTECAN,A2058,17.09,synergy
486,ERLOTINIB,TOPOTECAN,A2058,7.42,synergy
487,ERLOTINIB,TOPOTECAN,A2058,6.04,synergy
488,ETOPOSIDE,ABT-888,A2058,3.97,synergy
489,ETOPOSIDE,ABT-888,A2058,5.05,synergy
490,ETOPOSIDE,ABT-888,A2058,5.5,synergy
491,ETOPOSIDE,AZD1775,A2058,9.4,synergy
492,ETOPOSIDE,AZD1775,A2058,8.08,synergy
493,ETOPOSIDE,AZD1775,A2058,8.71,synergy
494,ETOPOSIDE,AZD1775,A2058,9.79,synergy
495,ETOPOSIDE,BORTEZOMIB,A2058,6.07,synergy
496,ETOPOSIDE,BORTEZOMIB,A2058,3.57,synergy
497,ETOPOSIDE,DINACICLIB,A2058,5.65,synergy
498,ETOPOSIDE,DINACICLIB,A2058,3.78,synergy
499,ETOPOSIDE,ERLOTINIB,A2058,3.85,synergy
500,ETOPOSIDE,GELDANAMYCIN,A2058,7.8,synergy
501,ETOPOSIDE,GELDANAMYCIN,A2058,8.17,synergy
502,ETOPOSIDE,GELDANAMYCIN,A2058,8.61,synergy
503,ETOPOSIDE,GELDANAMYCIN,A2058,9.04,synergy
504,ETOPOSIDE,LAPATINIB,A2058,3.34,synergy
505,ETOPOSIDE,LAPATINIB,A2058,3.62,synergy
506,ETOPOSIDE,MK-2206,A2058,5.16,synergy
507,ETOPOSIDE,MK-2206,A2058,3.74,synergy
508,ETOPOSIDE,MK-2206,A2058,6.61,synergy
509,ETOPOSIDE,MK-2206,A2058,7.72,synergy
510,ETOPOSIDE,MK-5108,A2058,5.47,synergy
511,ETOPOSIDE,MK-5108,A2058,5.35,synergy
512,ETOPOSIDE,MK-8669,A2058,3.31,synergy
513,ETOPOSIDE,MK-8669,A2058,-3.09,antagonism
514,ETOPOSIDE,MK-8776,A2058,9.91,synergy
515,ETOPOSIDE,MK-8776,A2058,8.35,synergy
516,ETOPOSIDE,MK-8776,A2058,10.37,synergy
517,ETOPOSIDE,MK-8776,A2058,9.52,synergy
518,ETOPOSIDE,PD325901,A2058,3.34,synergy
519,ETOPOSIDE,PD325901,A2058,3.49,synergy
520,ETOPOSIDE,PD325901,A2058,6.06,synergy
521,ETOPOSIDE,PD325901,A2058,3.66,synergy
522,ETOPOSIDE,SORAFENIB,A2058,3.3,synergy
523,ETOPOSIDE,SORAFENIB,A2058,4.53,synergy
524,ETOPOSIDE,SORAFENIB,A2058,4.29,synergy
525,ETOPOSIDE,SUNITINIB,A2058,3.1,synergy
526,ETOPOSIDE,SUNITINIB,A2058,3.33,synergy
527,ETOPOSIDE,SUNITINIB,A2058,3.17,synergy
528,ETOPOSIDE,ZOLINZA,A2058,10.17,synergy
529,ETOPOSIDE,ZOLINZA,A2058,5.17,synergy
530,ETOPOSIDE,ZOLINZA,A2058,5.72,synergy
531,ETOPOSIDE,ZOLINZA,A2058,7.61,synergy
532,GELDANAMYCIN,BEZ-235,A2058,5.9,synergy
533,GELDANAMYCIN,BEZ-235,A2058,6.22,synergy
534,GELDANAMYCIN,BEZ-235,A2058,7.35,synergy
535,GELDANAMYCIN,BEZ-235,A2058,5.5,synergy
536,GELDANAMYCIN,DINACICLIB,A2058,8.25,synergy
537,GELDANAMYCIN,DINACICLIB,A2058,3.37,synergy
538,GELDANAMYCIN,DINACICLIB,A2058,5.56,synergy
539,GELDANAMYCIN,MK-8776,A2058,19.04,synergy
540,GELDANAMYCIN,MK-8776,A2058,10.94,synergy
541,GELDANAMYCIN,MK-8776,A2058,10.89,synergy
542,GELDANAMYCIN,MK-8776,A2058,11.23,synergy
543,GELDANAMYCIN,OXALIPLATIN,A2058,9.25,synergy
544,GELDANAMYCIN,OXALIPLATIN,A2058,8.72,synergy
545,GELDANAMYCIN,OXALIPLATIN,A2058,10.42,synergy
546,GELDANAMYCIN,OXALIPLATIN,A2058,9.47,synergy
547,GELDANAMYCIN,SN-38,A2058,9.21,synergy
548,GELDANAMYCIN,SN-38,A2058,6.32,synergy
549,GELDANAMYCIN,SN-38,A2058,14.55,synergy
550,GELDANAMYCIN,SN-38,A2058,10.22,synergy
551,GELDANAMYCIN,SORAFENIB,A2058,11.81,synergy
552,GELDANAMYCIN,SORAFENIB,A2058,28.1,synergy
553,GELDANAMYCIN,SORAFENIB,A2058,17.12,synergy
554,GELDANAMYCIN,SORAFENIB,A2058,9.52,synergy
555,GELDANAMYCIN,TOPOTECAN,A2058,7.18,synergy
556,GELDANAMYCIN,TOPOTECAN,A2058,5.71,synergy
557,GELDANAMYCIN,TOPOTECAN,A2058,7.08,synergy
558,GELDANAMYCIN,TOPOTECAN,A2058,6.34,synergy
559,GEMCITABINE,ABT-888,A2058,9.23,synergy
560,GEMCITABINE,ABT-888,A2058,5.08,synergy
561,GEMCITABINE,ABT-888,A2058,7.93,synergy
562,GEMCITABINE,AZD1775,A2058,27.26,synergy
563,GEMCITABINE,AZD1775,A2058,23.82,synergy
564,GEMCITABINE,AZD1775,A2058,27.24,synergy
565,GEMCITABINE,AZD1775,A2058,23.47,synergy
566,GEMCITABINE,BEZ-235,A2058,5.42,synergy
567,GEMCITABINE,BEZ-235,A2058,6.22,synergy
568,GEMCITABINE,BEZ-235,A2058,10.85,synergy
569,GEMCITABINE,BEZ-235,A2058,8.02,synergy
570,GEMCITABINE,BORTEZOMIB,A2058,15.91,synergy
571,GEMCITABINE,BORTEZOMIB,A2058,5.9,synergy
572,GEMCITABINE,BORTEZOMIB,A2058,3.7,synergy
573,GEMCITABINE,BORTEZOMIB,A2058,6.69,synergy
574,GEMCITABINE,DASATINIB,A2058,6.61,synergy
575,GEMCITABINE,DINACICLIB,A2058,9.7,synergy
576,GEMCITABINE,DINACICLIB,A2058,5.99,synergy
577,GEMCITABINE,DINACICLIB,A2058,5.95,synergy
578,GEMCITABINE,DINACICLIB,A2058,9.3,synergy
579,GEMCITABINE,ERLOTINIB,A2058,7.02,synergy
580,GEMCITABINE,ERLOTINIB,A2058,16.04,synergy
581,GEMCITABINE,ERLOTINIB,A2058,5.34,synergy
582,GEMCITABINE,GELDANAMYCIN,A2058,9.54,synergy
583,GEMCITABINE,GELDANAMYCIN,A2058,5.45,synergy
584,GEMCITABINE,GELDANAMYCIN,A2058,8.12,synergy
585,GEMCITABINE,GELDANAMYCIN,A2058,6.43,synergy
586,GEMCITABINE,LAPATINIB,A2058,4.02,synergy
587,GEMCITABINE,LAPATINIB,A2058,8.04,synergy
588,GEMCITABINE,LAPATINIB,A2058,14.62,synergy
589,GEMCITABINE,MK-2206,A2058,13.6,synergy
590,GEMCITABINE,MK-2206,A2058,6.89,synergy
591,GEMCITABINE,MK-2206,A2058,15.31,synergy
592,GEMCITABINE,MK-2206,A2058,11.54,synergy
593,GEMCITABINE,MK-4827,A2058,-3.44,antagonism
594,GEMCITABINE,MK-5108,A2058,12.97,synergy
595,GEMCITABINE,MK-5108,A2058,7.53,synergy
596,GEMCITABINE,MK-5108,A2058,12.04,synergy
597,GEMCITABINE,MK-5108,A2058,16.85,synergy
598,GEMCITABINE,MK-8669,A2058,12.19,synergy
599,GEMCITABINE,MK-8669,A2058,3.74,synergy
600,GEMCITABINE,MK-8669,A2058,11.08,synergy
601,GEMCITABINE,MK-8669,A2058,8.71,synergy
602,GEMCITABINE,MK-8776,A2058,33.77,synergy
603,GEMCITABINE,MK-8776,A2058,32.66,synergy
604,GEMCITABINE,MK-8776,A2058,34.16,synergy
605,GEMCITABINE,MK-8776,A2058,34.86,synergy
606,GEMCITABINE,PD325901,A2058,6.45,synergy
607,GEMCITABINE,PD325901,A2058,4.91,synergy
608,GEMCITABINE,PD325901,A2058,13.68,synergy
609,GEMCITABINE,PD325901,A2058,7.22,synergy
610,GEMCITABINE,SORAFENIB,A2058,11.61,synergy
611,GEMCITABINE,SORAFENIB,A2058,3.77,synergy
612,GEMCITABINE,SUNITINIB,A2058,6.42,synergy
613,GEMCITABINE,SUNITINIB,A2058,7.4,synergy
614,GEMCITABINE,SUNITINIB,A2058,8.23,synergy
615,GEMCITABINE,SUNITINIB,A2058,8.49,synergy
616,GEMCITABINE,TEMOZOLOMIDE,A2058,7.78,synergy
617,GEMCITABINE,TEMOZOLOMIDE,A2058,12.27,synergy
618,L778123,ABT-888,A2058,10.95,synergy
619,L778123,ABT-888,A2058,3.37,synergy
620,L778123,ABT-888,A2058,6.62,synergy
621,L778123,ABT-888,A2058,8.63,synergy
622,L778123,AZD1775,A2058,14.63,synergy
623,L778123,AZD1775,A2058,14.85,synergy
624,L778123,AZD1775,A2058,14.01,synergy
625,L778123,AZD1775,A2058,16.54,synergy
626,L778123,BEZ-235,A2058,5.52,synergy
627,L778123,BEZ-235,A2058,9.6,synergy
628,L778123,BEZ-235,A2058,11.1,synergy
629,L778123,BEZ-235,A2058,13.8,synergy
630,L778123,BORTEZOMIB,A2058,4.5,synergy
631,L778123,BORTEZOMIB,A2058,4.19,synergy
632,L778123,BORTEZOMIB,A2058,3.61,synergy
633,L778123,BORTEZOMIB,A2058,9.1,synergy
634,L778123,DASATINIB,A2058,8.88,synergy
635,L778123,DASATINIB,A2058,7.85,synergy
636,L778123,DASATINIB,A2058,6.78,synergy
637,L778123,DASATINIB,A2058,9.36,synergy
638,L778123,DINACICLIB,A2058,10.34,synergy
639,L778123,DINACICLIB,A2058,12.57,synergy
640,L778123,DINACICLIB,A2058,6.52,synergy
641,L778123,DINACICLIB,A2058,5.65,synergy
642,L778123,ERLOTINIB,A2058,7.37,synergy
643,L778123,ERLOTINIB,A2058,4.86,synergy
644,L778123,ERLOTINIB,A2058,6.37,synergy
645,L778123,ERLOTINIB,A2058,8.21,synergy
646,L778123,ETOPOSIDE,A2058,6.88,synergy
647,L778123,ETOPOSIDE,A2058,8.41,synergy
648,L778123,ETOPOSIDE,A2058,10.18,synergy
649,L778123,ETOPOSIDE,A2058,7.75,synergy
650,L778123,GELDANAMYCIN,A2058,12.27,synergy
651,L778123,GELDANAMYCIN,A2058,10.63,synergy
652,L778123,GELDANAMYCIN,A2058,11.55,synergy
653,L778123,GELDANAMYCIN,A2058,13.45,synergy
654,L778123,GEMCITABINE,A2058,14.83,synergy
655,L778123,GEMCITABINE,A2058,14.68,synergy
656,L778123,GEMCITABINE,A2058,7.37,synergy
657,L778123,GEMCITABINE,A2058,9.12,synergy
658,L778123,LAPATINIB,A2058,9.52,synergy
659,L778123,LAPATINIB,A2058,17.14,synergy
660,L778123,LAPATINIB,A2058,11.61,synergy
661,L778123,LAPATINIB,A2058,12.36,synergy
662,L778123,MK-2206,A2058,9.92,synergy
663,L778123,MK-2206,A2058,12.37,synergy
664,L778123,MK-2206,A2058,13.08,synergy
665,L778123,MK-2206,A2058,11.51,synergy
666,L778123,MK-4827,A2058,9.81,synergy
667,L778123,MK-4827,A2058,10.97,synergy
668,L778123,MK-4827,A2058,6.65,synergy
669,L778123,MK-4827,A2058,9.28,synergy
670,L778123,MK-5108,A2058,18.73,synergy
671,L778123,MK-5108,A2058,16.45,synergy
672,L778123,MK-5108,A2058,17.24,synergy
673,L778123,MK-5108,A2058,17.65,synergy
674,L778123,MK-8669,A2058,18.7,synergy
675,L778123,MK-8669,A2058,30.09,synergy
676,L778123,MK-8669,A2058,24.03,synergy
677,L778123,MK-8669,A2058,25.28,synergy
678,L778123,MK-8776,A2058,10.81,synergy
679,L778123,MK-8776,A2058,8.39,synergy
680,L778123,MK-8776,A2058,15.24,synergy
681,L778123,MK-8776,A2058,11.02,synergy
682,L778123,OXALIPLATIN,A2058,4.45,synergy
683,L778123,OXALIPLATIN,A2058,4.41,synergy
684,L778123,OXALIPLATIN,A2058,9.14,synergy
685,L778123,PD325901,A2058,10.73,synergy
686,L778123,PD325901,A2058,4.95,synergy
687,L778123,PD325901,A2058,3.32,synergy
688,L778123,SN-38,A2058,40.3,synergy
689,L778123,SN-38,A2058,26.05,synergy
690,L778123,SN-38,A2058,30.99,synergy
691,L778123,SN-38,A2058,14.41,synergy
692,L778123,SORAFENIB,A2058,11.35,synergy
693,L778123,SORAFENIB,A2058,44.49,synergy
694,L778123,SORAFENIB,A2058,35.49,synergy
695,L778123,SORAFENIB,A2058,34.11,synergy
696,L778123,SUNITINIB,A2058,17.76,synergy
697,L778123,SUNITINIB,A2058,27.6,synergy
698,L778123,SUNITINIB,A2058,26.1,synergy
699,L778123,SUNITINIB,A2058,22.99,synergy
700,L778123,TEMOZOLOMIDE,A2058,13.71,synergy
701,L778123,TEMOZOLOMIDE,A2058,11.47,synergy
702,L778123,TEMOZOLOMIDE,A2058,13.36,synergy
703,L778123,TEMOZOLOMIDE,A2058,16.48,synergy
704,L778123,TOPOTECAN,A2058,22.19,synergy
705,L778123,TOPOTECAN,A2058,19.91,synergy
706,L778123,TOPOTECAN,A2058,16.29,synergy
707,L778123,TOPOTECAN,A2058,19.91,synergy
708,L778123,VINORELBINE,A2058,7.96,synergy
709,L778123,VINORELBINE,A2058,7.04,synergy
710,L778123,VINORELBINE,A2058,7.99,synergy
711,L778123,VINORELBINE,A2058,7.45,synergy
712,L778123,ZOLINZA,A2058,14.76,synergy
713,L778123,ZOLINZA,A2058,8.95,synergy
714,L778123,ZOLINZA,A2058,15.77,synergy
715,L778123,ZOLINZA,A2058,19.63,synergy
716,LAPATINIB,ABT-888,A2058,11.21,synergy
717,LAPATINIB,ABT-888,A2058,3.87,synergy
718,LAPATINIB,ABT-888,A2058,8.24,synergy
719,LAPATINIB,BEZ-235,A2058,7.01,synergy
720,LAPATINIB,BEZ-235,A2058,22.65,synergy
721,LAPATINIB,BEZ-235,A2058,6.01,synergy
722,LAPATINIB,BEZ-235,A2058,12.65,synergy
723,LAPATINIB,BORTEZOMIB,A2058,5.48,synergy
724,LAPATINIB,BORTEZOMIB,A2058,7.85,synergy
725,LAPATINIB,BORTEZOMIB,A2058,6.86,synergy
726,LAPATINIB,DASATINIB,A2058,7.77,synergy
727,LAPATINIB,DASATINIB,A2058,18.21,synergy
728,LAPATINIB,DASATINIB,A2058,9.18,synergy
729,LAPATINIB,DASATINIB,A2058,14.93,synergy
730,LAPATINIB,DINACICLIB,A2058,9.12,synergy
731,LAPATINIB,DINACICLIB,A2058,4.99,synergy
732,LAPATINIB,DINACICLIB,A2058,15.2,synergy
733,LAPATINIB,DINACICLIB,A2058,9.56,synergy
734,LAPATINIB,ERLOTINIB,A2058,7.69,synergy
735,LAPATINIB,ERLOTINIB,A2058,3.51,synergy
736,LAPATINIB,ERLOTINIB,A2058,19.52,synergy
737,LAPATINIB,GELDANAMYCIN,A2058,9.4,synergy
738,LAPATINIB,GELDANAMYCIN,A2058,9.8,synergy
739,LAPATINIB,GELDANAMYCIN,A2058,10.23,synergy
740,LAPATINIB,GELDANAMYCIN,A2058,8.59,synergy
741,LAPATINIB,MK-2206,A2058,17.21,synergy
742,LAPATINIB,MK-2206,A2058,8.83,synergy
743,LAPATINIB,MK-2206,A2058,7.64,synergy
744,LAPATINIB,MK-2206,A2058,13.26,synergy
745,LAPATINIB,MK-4827,A2058,5.75,synergy
746,LAPATINIB,MK-4827,A2058,3.1,synergy
747,LAPATINIB,MK-4827,A2058,4.12,synergy
748,LAPATINIB,MK-5108,A2058,12.59,synergy
749,LAPATINIB,MK-5108,A2058,3.35,synergy
750,LAPATINIB,MK-8669,A2058,10.3,synergy
751,LAPATINIB,MK-8669,A2058,10.57,synergy
752,LAPATINIB,MK-8669,A2058,6.25,synergy
753,LAPATINIB,MK-8669,A2058,8.07,synergy
754,LAPATINIB,MK-8776,A2058,3.99,synergy
755,LAPATINIB,MK-8776,A2058,5.32,synergy
756,LAPATINIB,MK-8776,A2058,6.57,synergy
757,LAPATINIB,MK-8776,A2058,8.79,synergy
758,LAPATINIB,OXALIPLATIN,A2058,17.47,synergy
759,LAPATINIB,OXALIPLATIN,A2058,18.76,synergy
760,LAPATINIB,PD325901,A2058,57.4,synergy
761,LAPATINIB,PD325901,A2058,15.85,synergy
762,LAPATINIB,PD325901,A2058,15.28,synergy
763,LAPATINIB,PD325901,A2058,12.06,synergy
764,LAPATINIB,SN-38,A2058,11.16,synergy
765,LAPATINIB,SN-38,A2058,11.99,synergy
766,LAPATINIB,SN-38,A2058,12.55,synergy
767,LAPATINIB,SN-38,A2058,10.58,synergy
768,LAPATINIB,SORAFENIB,A2058,20.55,synergy
769,LAPATINIB,SORAFENIB,A2058,17.2,synergy
770,LAPATINIB,SORAFENIB,A2058,19.17,synergy
771,LAPATINIB,SORAFENIB,A2058,28.75,synergy
772,LAPATINIB,TOPOTECAN,A2058,7.29,synergy
773,LAPATINIB,TOPOTECAN,A2058,10.57,synergy
774,LAPATINIB,TOPOTECAN,A2058,7.03,synergy
775,LAPATINIB,TOPOTECAN,A2058,7.45,synergy
776,METFORMIN,ABT-888,A2058,40.42,synergy
777,METFORMIN,ABT-888,A2058,13.43,synergy
778,METFORMIN,ABT-888,A2058,8.05,synergy
779,METFORMIN,ABT-888,A2058,6.85,synergy
780,METFORMIN,AZD1775,A2058,19.12,synergy
781,METFORMIN,AZD1775,A2058,5.84,synergy
782,METFORMIN,AZD1775,A2058,5.27,synergy
783,METFORMIN,AZD1775,A2058,4.39,synergy
784,METFORMIN,BEZ-235,A2058,15.68,synergy
785,METFORMIN,BEZ-235,A2058,23.42,synergy
786,METFORMIN,BEZ-235,A2058,16.01,synergy
787,METFORMIN,BEZ-235,A2058,11.67,synergy
788,METFORMIN,BORTEZOMIB,A2058,10.02,synergy
789,METFORMIN,DASATINIB,A2058,3.51,synergy
790,METFORMIN,DASATINIB,A2058,8.85,synergy
791,METFORMIN,DASATINIB,A2058,8.5,synergy
792,METFORMIN,DINACICLIB,A2058,11.57,synergy
793,METFORMIN,DINACICLIB,A2058,12.66,synergy
794,METFORMIN,ERLOTINIB,A2058,7.84,synergy
795,METFORMIN,ERLOTINIB,A2058,4.94,synergy
796,METFORMIN,ERLOTINIB,A2058,3.44,synergy
797,METFORMIN,GELDANAMYCIN,A2058,16.25,synergy
798,METFORMIN,GELDANAMYCIN,A2058,4.6,synergy
799,METFORMIN,GELDANAMYCIN,A2058,9.76,synergy
800,METFORMIN,GELDANAMYCIN,A2058,5.54,synergy
801,METFORMIN,L778123,A2058,27.82,synergy
802,METFORMIN,L778123,A2058,12.9,synergy
803,METFORMIN,L778123,A2058,7.87,synergy
804,METFORMIN,L778123,A2058,4.25,synergy
805,METFORMIN,LAPATINIB,A2058,5.78,synergy
806,METFORMIN,LAPATINIB,A2058,19.37,synergy
807,METFORMIN,LAPATINIB,A2058,9.46,synergy
808,METFORMIN,LAPATINIB,A2058,8.97,synergy
809,METFORMIN,MK-2206,A2058,24.04,synergy
810,METFORMIN,MK-2206,A2058,12.77,synergy
811,METFORMIN,MK-2206,A2058,6.64,synergy
812,METFORMIN,MK-4827,A2058,3.07,synergy
813,METFORMIN,MK-4827,A2058,7.09,synergy
814,METFORMIN,MK-5108,A2058,11.83,synergy
815,METFORMIN,MK-5108,A2058,7.15,synergy
816,METFORMIN,MK-5108,A2058,7.7,synergy
817,METFORMIN,MK-5108,A2058,3.81,synergy
818,METFORMIN,MK-8669,A2058,24.33,synergy
819,METFORMIN,MK-8669,A2058,12.29,synergy
820,METFORMIN,MK-8669,A2058,9.28,synergy
821,METFORMIN,MK-8669,A2058,11.55,synergy
822,METFORMIN,MK-8776,A2058,-4.68,antagonism
823,METFORMIN,PD325901,A2058,31.66,synergy
824,METFORMIN,PD325901,A2058,40.69,synergy
825,METFORMIN,PD325901,A2058,16.16,synergy
826,METFORMIN,PD325901,A2058,5.87,synergy
827,METFORMIN,SORAFENIB,A2058,29.25,synergy
828,METFORMIN,SORAFENIB,A2058,10.27,synergy
829,METFORMIN,SORAFENIB,A2058,13,synergy
830,METFORMIN,SORAFENIB,A2058,23.57,synergy
831,METFORMIN,SUNITINIB,A2058,19.93,synergy
832,METFORMIN,SUNITINIB,A2058,3.85,synergy
833,METFORMIN,SUNITINIB,A2058,13.88,synergy
834,METFORMIN,SUNITINIB,A2058,12.55,synergy
835,METFORMIN,TEMOZOLOMIDE,A2058,4.52,synergy
836,METFORMIN,ZOLINZA,A2058,22.5,synergy
837,METFORMIN,ZOLINZA,A2058,13.89,synergy
838,METFORMIN,ZOLINZA,A2058,10.82,synergy
839,METFORMIN,ZOLINZA,A2058,4.04,synergy
840,METHOTREXATE,ABT-888,A2058,-8.11,antagonism
841,METHOTREXATE,ABT-888,A2058,-11.04,antagonism
842,METHOTREXATE,ABT-888,A2058,-9.94,antagonism
843,METHOTREXATE,ABT-888,A2058,-6.6,antagonism
844,METHOTREXATE,AZD1775,A2058,-4.9,antagonism
845,METHOTREXATE,AZD1775,A2058,-4.49,antagonism
846,METHOTREXATE,BEZ-235,A2058,-11.81,antagonism
847,METHOTREXATE,BEZ-235,A2058,-11.56,antagonism
848,METHOTREXATE,BEZ-235,A2058,-11.31,antagonism
849,METHOTREXATE,BEZ-235,A2058,-10.08,antagonism
850,METHOTREXATE,BORTEZOMIB,A2058,-4.9,antagonism
851,METHOTREXATE,BORTEZOMIB,A2058,-4.98,antagonism
852,METHOTREXATE,BORTEZOMIB,A2058,-5.75,antagonism
853,METHOTREXATE,BORTEZOMIB,A2058,-4.53,antagonism
854,METHOTREXATE,ERLOTINIB,A2058,-5.77,antagonism
855,METHOTREXATE,GELDANAMYCIN,A2058,-10.87,antagonism
856,METHOTREXATE,GELDANAMYCIN,A2058,-10.39,antagonism
857,METHOTREXATE,GELDANAMYCIN,A2058,-9.7,antagonism
858,METHOTREXATE,GELDANAMYCIN,A2058,-11.91,antagonism
859,METHOTREXATE,L778123,A2058,-6.41,antagonism
860,METHOTREXATE,L778123,A2058,-7.39,antagonism
861,METHOTREXATE,L778123,A2058,-6.94,antagonism
862,METHOTREXATE,LAPATINIB,A2058,-6.23,antagonism
863,METHOTREXATE,LAPATINIB,A2058,-5.68,antagonism
864,METHOTREXATE,LAPATINIB,A2058,-3.1,antagonism
865,METHOTREXATE,MK-2206,A2058,-4,antagonism
866,METHOTREXATE,MK-2206,A2058,-3.32,antagonism
867,METHOTREXATE,MK-4827,A2058,-10.84,antagonism
868,METHOTREXATE,MK-4827,A2058,-8.49,antagonism
869,METHOTREXATE,MK-4827,A2058,-6.04,antagonism
870,METHOTREXATE,MK-4827,A2058,-6.62,antagonism
871,METHOTREXATE,MK-5108,A2058,-9.18,antagonism
872,METHOTREXATE,MK-5108,A2058,-9.73,antagonism
873,METHOTREXATE,MK-5108,A2058,-7.87,antagonism
874,METHOTREXATE,MK-5108,A2058,-9.82,antagonism
875,METHOTREXATE,MK-8669,A2058,-10.85,antagonism
876,METHOTREXATE,MK-8669,A2058,-7.76,antagonism
877,METHOTREXATE,MK-8669,A2058,-5.52,antagonism
878,METHOTREXATE,MK-8669,A2058,-7.8,antagonism
879,METHOTREXATE,MK-8776,A2058,-4.09,antagonism
880,METHOTREXATE,MK-8776,A2058,-3.66,antagonism
881,METHOTREXATE,MK-8776,A2058,-3.07,antagonism
882,METHOTREXATE,MK-8776,A2058,-6.45,antagonism
883,METHOTREXATE,PD325901,A2058,-5.88,antagonism
884,METHOTREXATE,PD325901,A2058,-6.86,antagonism
885,METHOTREXATE,PD325901,A2058,-7.54,antagonism
886,METHOTREXATE,PD325901,A2058,-5.58,antagonism
887,METHOTREXATE,SORAFENIB,A2058,-4.38,antagonism
888,METHOTREXATE,SORAFENIB,A2058,-7.51,antagonism
889,METHOTREXATE,SUNITINIB,A2058,-5.87,antagonism
890,METHOTREXATE,SUNITINIB,A2058,-4.78,antagonism
891,METHOTREXATE,SUNITINIB,A2058,-7.91,antagonism
892,METHOTREXATE,SUNITINIB,A2058,-3.68,antagonism
893,METHOTREXATE,TEMOZOLOMIDE,A2058,-11.01,antagonism
894,METHOTREXATE,TEMOZOLOMIDE,A2058,-11.31,antagonism
895,METHOTREXATE,TEMOZOLOMIDE,A2058,-11.37,antagonism
896,METHOTREXATE,TEMOZOLOMIDE,A2058,-14.51,antagonism
897,METHOTREXATE,ZOLINZA,A2058,-10.9,antagonism
898,METHOTREXATE,ZOLINZA,A2058,-9.56,antagonism
899,METHOTREXATE,ZOLINZA,A2058,-9.77,antagonism
900,METHOTREXATE,ZOLINZA,A2058,-11.13,antagonism
901,MITOMYCINE,ABT-888,A2058,13.56,synergy
902,MITOMYCINE,ABT-888,A2058,11.47,synergy
903,MITOMYCINE,ABT-888,A2058,15.73,synergy
904,MITOMYCINE,ABT-888,A2058,12.54,synergy
905,MITOMYCINE,AZD1775,A2058,12.21,synergy
906,MITOMYCINE,AZD1775,A2058,13.72,synergy
907,MITOMYCINE,AZD1775,A2058,14.96,synergy
908,MITOMYCINE,AZD1775,A2058,12,synergy
909,MITOMYCINE,BEZ-235,A2058,3.02,synergy
910,MITOMYCINE,BEZ-235,A2058,4.32,synergy
911,MITOMYCINE,BEZ-235,A2058,4.89,synergy
912,MITOMYCINE,BORTEZOMIB,A2058,7.07,synergy
913,MITOMYCINE,BORTEZOMIB,A2058,7.64,synergy
914,MITOMYCINE,BORTEZOMIB,A2058,8.27,synergy
915,MITOMYCINE,BORTEZOMIB,A2058,8.13,synergy
916,MITOMYCINE,DASATINIB,A2058,10.78,synergy
917,MITOMYCINE,DASATINIB,A2058,10.47,synergy
918,MITOMYCINE,DASATINIB,A2058,10.12,synergy
919,MITOMYCINE,DASATINIB,A2058,12.02,synergy
920,MITOMYCINE,DINACICLIB,A2058,8.91,synergy
921,MITOMYCINE,DINACICLIB,A2058,4.34,synergy
922,MITOMYCINE,DINACICLIB,A2058,4.45,synergy
923,MITOMYCINE,DINACICLIB,A2058,6.76,synergy
924,MITOMYCINE,ERLOTINIB,A2058,-13.63,antagonism
