cell_line,drugA_name,drugB_name,mean_bliss,tissue
A2058,VINBLASTINE,MK-4827,-4.44,skin
A2058,VINBLASTINE,MK-8669,0.7633333333333336,skin
A2058,VINBLASTINE,MK-8776,-7.363333333333333,skin
A2058,VINBLASTINE,PD325901,-3.055,skin
A2058,VINBLASTINE,SORAFENIB,16.36,skin
A2058,VINBLASTINE,SUNITINIB,7.6,skin
A2058,VINBLASTINE,TEMOZOLOMIDE,-11.42,skin
A2058,VINBLASTINE,ZOLINZA,0.11500000000000021,skin
A2058,VINORELBINE,ABT-888,-4.23,skin
A2058,VINORELBINE,AZD1775,-9.27,skin
A2058,VINORELBINE,BORTEZOMIB,-3.31,skin
A2058,VINORELBINE,DASATINIB,-5.32,skin
A2058,VINORELBINE,GELDANAMYCIN,3.13,skin
A2058,VINORELBINE,MK-2206,-3.795,skin
A2058,VINORELBINE,MK-4827,-11.8825,skin
A2058,VINORELBINE,MK-5108,-9.8325,skin
A2058,VINORELBINE,MK-8669,-5.84,skin
A2058,VINORELBINE,MK-8776,-6.9975000000000005,skin
A2058,VINORELBINE,PD325901,-6.04,skin
A2058,VINORELBINE,SORAFENIB,1.1566666666666665,skin
A2058,VINORELBINE,SUNITINIB,-0.395,skin
A2058,VINORELBINE,TEMOZOLOMIDE,-5.77,skin
A2058,VINORELBINE,ZOLINZA,-3.39,skin
A2058,ZOLINZA,ABT-888,13.57,skin
A2058,ZOLINZA,AZD1775,12.8025,skin
A2058,ZOLINZA,BEZ-235,10.035,skin
A2058,ZOLINZA,BORTEZOMIB,10.2025,skin
A2058,ZOLINZA,DASATINIB,12.5975,skin
A2058,ZOLINZA,DINACICLIB,-3.22,skin
A2058,ZOLINZA,ERLOTINIB,11.455,skin
A2058,ZOLINZA,GELDANAMYCIN,5.415,skin
A2058,ZOLINZA,GEMCITABINE,7.395,skin
A2058,ZOLINZA,LAPATINIB,10.870000000000001,skin
A2058,ZOLINZA,MK-2206,9.4175,skin
A2058,ZOLINZA,MK-4827,5.055,skin
A2058,ZOLINZA,MK-5108,4.8149999999999995,skin
A2058,ZOLINZA,MK-8669,11.8775,skin
A2058,ZOLINZA,MK-8776,14.58,skin
A2058,ZOLINZA,OXALIPLATIN,12.2975,skin
A2058,ZOLINZA,PD325901,6.6525,skin
A2058,ZOLINZA,SN-38,8.89,skin
A2058,ZOLINZA,SORAFENIB,16.835,skin
A2058,ZOLINZA,SUNITINIB,10.6375,skin
A2058,ZOLINZA,TEMOZOLOMIDE,12.335,skin
A2058,ZOLINZA,TOPOTECAN,6.7325,skin
A2780,5-FU,ABT-888,9.3675,ovary
A2780,5-FU,AZD1775,14.955,ovary
A2780,5-FU,BEZ-235,4.859999999999999,ovary
A2780,5-FU,BORTEZOMIB,3.45,ovary
A2780,5-FU,DASATINIB,11.37,ovary
A2780,5-FU,DINACICLIB,4.81,ovary
A2780,5-FU,ERLOTINIB,14.84,ovary
A2780,5-FU,GELDANAMYCIN,3.4333333333333336,ovary
A2780,5-FU,L778123,3.87,ovary
A2780,5-FU,LAPATINIB,14.585,ovary
A2780,5-FU,MK-2206,7.5249999999999995,ovary
A2780,5-FU,MK-4827,6.7625,ovary
A2780,5-FU,MK-5108,6.93,ovary
A2780,5-FU,MK-8669,6.779999999999999,ovary
A2780,5-FU,MK-8776,7.9625,ovary
A2780,5-FU,PD325901,7.9675,ovary
A2780,5-FU,SORAFENIB,5.669999999999999,ovary
A2780,5-FU,SUNITINIB,9.64,ovary
A2780,5-FU,TEMOZOLOMIDE,7.176666666666667,ovary
A2780,5-FU,ZOLINZA,7.8566666666666665,ovary
A2780,ABT-888,BEZ-235,15.114999999999998,ovary
A2780,ABT-888,DINACICLIB,6.1425,ovary
A2780,ABT-888,GELDANAMYCIN,8.39,ovary
A2780,ABT-888,MK-8669,-15.34,ovary
A2780,ABT-888,MK-8776,15.605,ovary
A2780,ABT-888,OXALIPLATIN,14.450000000000001,ovary
A2780,ABT-888,SN-38,18.45,ovary
A2780,ABT-888,SORAFENIB,9.8775,ovary
A2780,ABT-888,TOPOTECAN,10.8025,ovary
A2780,AZD1775,ABT-888,10.155000000000001,ovary
A2780,AZD1775,BEZ-235,12.535,ovary
A2780,AZD1775,BORTEZOMIB,3.66,ovary
A2780,AZD1775,DASATINIB,19.5325,ovary
A2780,AZD1775,DINACICLIB,6.953333333333333,ovary
A2780,AZD1775,ERLOTINIB,8.7675,ovary
A2780,AZD1775,GELDANAMYCIN,4.58,ovary
A2780,AZD1775,LAPATINIB,13.655000000000001,ovary
A2780,AZD1775,MK-2206,13.29,ovary
A2780,AZD1775,MK-4827,9.239999999999998,ovary
A2780,AZD1775,MK-5108,6.8575,ovary
A2780,AZD1775,MK-8669,13.81,ovary
A2780,AZD1775,MK-8776,30.69,ovary
A2780,AZD1775,OXALIPLATIN,8.555,ovary
A2780,AZD1775,PD325901,14.405000000000001,ovary
A2780,AZD1775,SN-38,8.6075,ovary
A2780,AZD1775,SORAFENIB,6.8566666666666665,ovary
A2780,AZD1775,TOPOTECAN,6.09,ovary
A2780,BEZ-235,DINACICLIB,6.8100000000000005,ovary
A2780,BEZ-235,MK-8776,12.805,ovary
A2780,BEZ-235,OXALIPLATIN,7.63,ovary
A2780,BEZ-235,SN-38,7.3475,ovary
A2780,BEZ-235,SORAFENIB,3.9499999999999997,ovary
A2780,BORTEZOMIB,ABT-888,6.9,ovary
A2780,BORTEZOMIB,BEZ-235,6.985,ovary
A2780,BORTEZOMIB,DASATINIB,5.915,ovary
A2780,BORTEZOMIB,MK-8669,-5.6725,ovary
A2780,BORTEZOMIB,MK-8776,9.97,ovary
A2780,BORTEZOMIB,OXALIPLATIN,8.65,ovary
A2780,BORTEZOMIB,SORAFENIB,4.675000000000001,ovary
A2780,BORTEZOMIB,TOPOTECAN,5.32,ovary
A2780,CARBOPLATIN,ABT-888,17.195,ovary
A2780,CARBOPLATIN,AZD1775,12.5475,ovary
A2780,CARBOPLATIN,BEZ-235,10.6225,ovary
A2780,CARBOPLATIN,BORTEZOMIB,5.6,ovary
A2780,CARBOPLATIN,DASATINIB,14.932500000000001,ovary
A2780,CARBOPLATIN,DINACICLIB,6.7375,ovary
A2780,CARBOPLATIN,ERLOTINIB,9.745000000000001,ovary
A2780,CARBOPLATIN,GELDANAMYCIN,5.8925,ovary
A2780,CARBOPLATIN,LAPATINIB,12.545,ovary
A2780,CARBOPLATIN,MK-2206,8.84,ovary
A2780,CARBOPLATIN,MK-4827,7.8075,ovary
A2780,CARBOPLATIN,MK-5108,14.2275,ovary
A2780,CARBOPLATIN,MK-8669,11.25,ovary
A2780,CARBOPLATIN,MK-8776,14.747499999999999,ovary
A2780,CARBOPLATIN,PD325901,10.0,ovary
A2780,CARBOPLATIN,SUNITINIB,8.675,ovary
A2780,CARBOPLATIN,TEMOZOLOMIDE,9.4875,ovary
A2780,CARBOPLATIN,ZOLINZA,15.842500000000001,ovary
A2780,CYCLOPHOSPHAMIDE,ABT-888,10.5525,ovary
A2780,CYCLOPHOSPHAMIDE,AZD1775,6.803333333333334,ovary
A2780,CYCLOPHOSPHAMIDE,BEZ-235,12.46,ovary
A2780,CYCLOPHOSPHAMIDE,DASATINIB,9.3725,ovary
A2780,CYCLOPHOSPHAMIDE,ERLOTINIB,6.37,ovary
A2780,CYCLOPHOSPHAMIDE,L778123,6.8925,ovary
A2780,CYCLOPHOSPHAMIDE,LAPATINIB,6.800000000000001,ovary
A2780,CYCLOPHOSPHAMIDE,MK-2206,9.8775,ovary
A2780,CYCLOPHOSPHAMIDE,MK-4827,7.3875,ovary
A2780,CYCLOPHOSPHAMIDE,MK-5108,4.6675,ovary
A2780,CYCLOPHOSPHAMIDE,MK-8669,9.85,ovary
A2780,CYCLOPHOSPHAMIDE,MK-8776,8.6675,ovary
A2780,CYCLOPHOSPHAMIDE,PD325901,5.07,ovary
A2780,CYCLOPHOSPHAMIDE,SORAFENIB,4.755,ovary
A2780,CYCLOPHOSPHAMIDE,SUNITINIB,9.0625,ovary
A2780,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,10.5875,ovary
A2780,CYCLOPHOSPHAMIDE,ZOLINZA,6.005,ovary
A2780,DASATINIB,ABT-888,15.02,ovary
A2780,DASATINIB,BEZ-235,13.1475,ovary
A2780,DASATINIB,DINACICLIB,6.3375,ovary
A2780,DASATINIB,GELDANAMYCIN,6.0649999999999995,ovary
A2780,DASATINIB,MK-8669,18.115000000000002,ovary
A2780,DASATINIB,MK-8776,19.9175,ovary
A2780,DASATINIB,OXALIPLATIN,6.4775,ovary
A2780,DASATINIB,SN-38,17.247500000000002,ovary
A2780,DASATINIB,SORAFENIB,9.085,ovary
A2780,DASATINIB,TOPOTECAN,6.82,ovary
A2780,DEXAMETHASONE,ABT-888,5.6075,ovary
A2780,DEXAMETHASONE,AZD1775,6.8500000000000005,ovary
A2780,DEXAMETHASONE,BEZ-235,15.2675,ovary
A2780,DEXAMETHASONE,DASATINIB,7.890000000000001,ovary
A2780,DEXAMETHASONE,ERLOTINIB,4.62,ovary
A2780,DEXAMETHASONE,GELDANAMYCIN,5.255,ovary
A2780,DEXAMETHASONE,L778123,5.3025,ovary
A2780,DEXAMETHASONE,LAPATINIB,6.55,ovary
A2780,DEXAMETHASONE,MK-2206,8.0975,ovary
A2780,DEXAMETHASONE,MK-4827,8.4175,ovary
A2780,DEXAMETHASONE,MK-5108,5.495,ovary
A2780,DEXAMETHASONE,MK-8669,7.5975,ovary
A2780,DEXAMETHASONE,MK-8776,6.63,ovary
A2780,DEXAMETHASONE,PD325901,7.18,ovary
A2780,DEXAMETHASONE,SORAFENIB,4.015,ovary
A2780,DEXAMETHASONE,SUNITINIB,7.1925,ovary
A2780,DEXAMETHASONE,TEMOZOLOMIDE,4.43,ovary
A2780,DEXAMETHASONE,ZOLINZA,6.262499999999999,ovary
A2780,DINACICLIB,MK-8776,4.96,ovary
A2780,DOXORUBICIN,ABT-888,8.84,ovary
A2780,DOXORUBICIN,AZD1775,6.285,ovary
A2780,DOXORUBICIN,BORTEZOMIB,4.3325000000000005,ovary
A2780,DOXORUBICIN,DASATINIB,6.35,ovary
A2780,DOXORUBICIN,DINACICLIB,3.3099999999999996,ovary
A2780,DOXORUBICIN,ERLOTINIB,5.7924999999999995,ovary
A2780,DOXORUBICIN,LAPATINIB,7.905,ovary
A2780,DOXORUBICIN,MK-2206,3.6233333333333335,ovary
A2780,DOXORUBICIN,MK-8669,4.0200000000000005,ovary
A2780,DOXORUBICIN,MK-8776,5.12,ovary
A2780,DOXORUBICIN,PD325901,5.9175,ovary
A2780,DOXORUBICIN,TEMOZOLOMIDE,5.4575,ovary
A2780,DOXORUBICIN,ZOLINZA,4.6125,ovary
A2780,ERLOTINIB,ABT-888,10.765,ovary
A2780,ERLOTINIB,BEZ-235,13.2675,ovary
A2780,ERLOTINIB,BORTEZOMIB,4.0600000000000005,ovary
A2780,ERLOTINIB,DASATINIB,11.29,ovary
A2780,ERLOTINIB,DINACICLIB,6.875,ovary
A2780,ERLOTINIB,GELDANAMYCIN,5.605,ovary
A2780,ERLOTINIB,MK-8669,14.5375,ovary
A2780,ERLOTINIB,MK-8776,21.595,ovary
A2780,ERLOTINIB,PD325901,12.254999999999999,ovary
A2780,ERLOTINIB,SN-38,18.505,ovary
A2780,ERLOTINIB,SORAFENIB,7.12,ovary
A2780,ERLOTINIB,TOPOTECAN,11.41,ovary
A2780,ETOPOSIDE,ABT-888,7.6875,ovary
A2780,ETOPOSIDE,AZD1775,5.6425,ovary
A2780,ETOPOSIDE,BORTEZOMIB,3.865,ovary
A2780,ETOPOSIDE,DASATINIB,8.865,ovary
A2780,ETOPOSIDE,ERLOTINIB,7.5,ovary
A2780,ETOPOSIDE,GELDANAMYCIN,3.42,ovary
A2780,ETOPOSIDE,LAPATINIB,10.5075,ovary
A2780,ETOPOSIDE,MK-2206,4.3925,ovary
A2780,ETOPOSIDE,MK-5108,4.23,ovary
A2780,ETOPOSIDE,MK-8776,6.28,ovary
A2780,ETOPOSIDE,PD325901,6.0275,ovary
A2780,ETOPOSIDE,TEMOZOLOMIDE,5.586666666666667,ovary
A2780,ETOPOSIDE,ZOLINZA,4.775,ovary
A2780,GELDANAMYCIN,BEZ-235,6.5225,ovary
A2780,GELDANAMYCIN,MK-8776,9.755,ovary
A2780,GELDANAMYCIN,OXALIPLATIN,6.9174999999999995,ovary
A2780,GELDANAMYCIN,SN-38,5.4075,ovary
A2780,GELDANAMYCIN,TOPOTECAN,3.34,ovary
A2780,GEMCITABINE,AZD1775,4.725,ovary
A2780,GEMCITABINE,DASATINIB,3.54,ovary
A2780,GEMCITABINE,MK-4827,-3.61,ovary
A2780,GEMCITABINE,MK-8669,-3.01,ovary
A2780,GEMCITABINE,MK-8776,6.8149999999999995,ovary
A2780,GEMCITABINE,SORAFENIB,-3.19,ovary
A2780,GEMCITABINE,TEMOZOLOMIDE,-3.735,ovary
A2780,L778123,ABT-888,7.0775,ovary
A2780,L778123,AZD1775,11.067499999999999,ovary
A2780,L778123,BEZ-235,3.7075,ovary
A2780,L778123,BORTEZOMIB,3.27,ovary
A2780,L778123,DASATINIB,12.22,ovary
A2780,L778123,DINACICLIB,3.665,ovary
A2780,L778123,ERLOTINIB,7.725,ovary
A2780,L778123,GELDANAMYCIN,4.63,ovary
A2780,L778123,GEMCITABINE,-3.7725,ovary
A2780,L778123,LAPATINIB,9.02,ovary
A2780,L778123,MK-2206,10.1025,ovary
A2780,L778123,MK-5108,7.38,ovary
A2780,L778123,MK-8669,-4.16,ovary
A2780,L778123,MK-8776,10.62,ovary
A2780,L778123,OXALIPLATIN,4.786666666666666,ovary
A2780,L778123,PD325901,9.265,ovary
A2780,L778123,SN-38,3.353333333333333,ovary
A2780,L778123,SORAFENIB,3.66,ovary
A2780,L778123,SUNITINIB,5.33,ovary
A2780,L778123,TEMOZOLOMIDE,6.405,ovary
A2780,L778123,VINORELBINE,5.355,ovary
A2780,L778123,ZOLINZA,5.0,ovary
A2780,LAPATINIB,ABT-888,12.84,ovary
A2780,LAPATINIB,BEZ-235,14.4275,ovary
A2780,LAPATINIB,BORTEZOMIB,6.0825,ovary
A2780,LAPATINIB,DASATINIB,19.9425,ovary
A2780,LAPATINIB,DINACICLIB,6.050000000000001,ovary
A2780,LAPATINIB,ERLOTINIB,9.3125,ovary
A2780,LAPATINIB,GELDANAMYCIN,6.4725,ovary
A2780,LAPATINIB,MK-2206,15.790000000000001,ovary
A2780,LAPATINIB,MK-4827,11.495,ovary
A2780,LAPATINIB,MK-5108,11.1875,ovary
A2780,LAPATINIB,MK-8669,15.4825,ovary
A2780,LAPATINIB,MK-8776,14.8775,ovary
A2780,LAPATINIB,OXALIPLATIN,6.1975,ovary
A2780,LAPATINIB,PD325901,15.995,ovary
A2780,LAPATINIB,SN-38,22.6625,ovary
A2780,LAPATINIB,SORAFENIB,7.6375,ovary
A2780,LAPATINIB,TOPOTECAN,8.9025,ovary
A2780,METFORMIN,ABT-888,6.153333333333333,ovary
A2780,METFORMIN,AZD1775,12.0525,ovary
A2780,METFORMIN,BEZ-235,13.0,ovary
A2780,METFORMIN,DASATINIB,10.9225,ovary
A2780,METFORMIN,ERLOTINIB,6.6075,ovary
A2780,METFORMIN,L778123,4.967499999999999,ovary
A2780,METFORMIN,LAPATINIB,7.157500000000001,ovary
A2780,METFORMIN,MK-2206,11.79,ovary
A2780,METFORMIN,MK-4827,9.74,ovary
A2780,METFORMIN,MK-5108,9.355,ovary
A2780,METFORMIN,MK-8669,11.245,ovary
A2780,METFORMIN,MK-8776,8.5,ovary
A2780,METFORMIN,PD325901,5.845000000000001,ovary
A2780,METFORMIN,SORAFENIB,8.43,ovary
A2780,METFORMIN,SUNITINIB,12.3275,ovary
A2780,METFORMIN,TEMOZOLOMIDE,4.58,ovary
A2780,METFORMIN,ZOLINZA,6.6475,ovary
A2780,METHOTREXATE,AZD1775,4.015,ovary
A2780,METHOTREXATE,GELDANAMYCIN,-3.13,ovary
A2780,METHOTREXATE,L778123,-3.07,ovary
A2780,METHOTREXATE,MK-5108,4.82,ovary
A2780,METHOTREXATE,MK-8669,-3.6,ovary
A2780,METHOTREXATE,MK-8776,3.58,ovary
A2780,METHOTREXATE,TEMOZOLOMIDE,6.279999999999999,ovary
A2780,METHOTREXATE,ZOLINZA,-3.0999999999999996,ovary
A2780,MITOMYCINE,ABT-888,6.0475,ovary
A2780,MITOMYCINE,AZD1775,6.6475,ovary
A2780,MITOMYCINE,BEZ-235,3.625,ovary
A2780,MITOMYCINE,BORTEZOMIB,3.39,ovary
A2780,MITOMYCINE,DASATINIB,8.235,ovary
A2780,MITOMYCINE,DINACICLIB,4.06,ovary
A2780,MITOMYCINE,ERLOTINIB,-10.3175,ovary
A2780,MITOMYCINE,L778123,-6.7025,ovary
A2780,MITOMYCINE,LAPATINIB,8.942499999999999,ovary
A2780,MITOMYCINE,MK-2206,4.9975000000000005,ovary
A2780,MITOMYCINE,MK-8669,4.0225,ovary
A2780,MITOMYCINE,MK-8776,9.2575,ovary
A2780,MITOMYCINE,PD325901,5.605,ovary
A2780,MITOMYCINE,SORAFENIB,-14.5975,ovary
A2780,MITOMYCINE,TEMOZOLOMIDE,4.84,ovary
A2780,MITOMYCINE,ZOLINZA,5.285,ovary
A2780,MK-2206,ABT-888,25.6075,ovary
A2780,MK-2206,BEZ-235,12.5725,ovary
A2780,MK-2206,BORTEZOMIB,12.3775,ovary
A2780,MK-2206,DASATINIB,21.5725,ovary
A2780,MK-2206,DINACICLIB,3.865,ovary
A2780,MK-2206,ERLOTINIB,14.844999999999999,ovary
A2780,MK-2206,GELDANAMYCIN,13.18,ovary
A2780,MK-2206,MK-8669,10.025,ovary
A2780,MK-2206,MK-8776,14.4225,ovary
A2780,MK-2206,OXALIPLATIN,7.08,ovary
A2780,MK-2206,PD325901,22.86,ovary
A2780,MK-2206,SN-38,8.205,ovary
A2780,MK-2206,SORAFENIB,7.4725,ovary
A2780,MK-2206,TOPOTECAN,5.845,ovary
A2780,MK-4541,5-FU,10.27,ovary
A2780,MK-4541,ABT-888,12.98,ovary
A2780,MK-4541,AZD1775,6.535,ovary
A2780,MK-4541,BEZ-235,14.067499999999999,ovary
A2780,MK-4541,BORTEZOMIB,6.49,ovary
A2780,MK-4541,CARBOPLATIN,11.114999999999998,ovary
A2780,MK-4541,CYCLOPHOSPHAMIDE,5.5,ovary
A2780,MK-4541,DASATINIB,13.27,ovary
A2780,MK-4541,DEXAMETHASONE,6.494999999999999,ovary
A2780,MK-4541,DINACICLIB,10.575,ovary
A2780,MK-4541,DOXORUBICIN,7.3425,ovary
A2780,MK-4541,ERLOTINIB,28.4425,ovary
A2780,MK-4541,ETOPOSIDE,5.23,ovary
A2780,MK-4541,GELDANAMYCIN,8.895,ovary
A2780,MK-4541,L778123,8.6525,ovary
A2780,MK-4541,LAPATINIB,12.717500000000001,ovary
A2780,MK-4541,METFORMIN,7.970000000000001,ovary
A2780,MK-4541,METHOTREXATE,8.89,ovary
A2780,MK-4541,MITOMYCINE,4.9375,ovary
A2780,MK-4541,MK-2206,15.4875,ovary
A2780,MK-4541,MK-4827,10.6775,ovary
A2780,MK-4541,MK-5108,4.01,ovary
A2780,MK-4541,MK-8669,18.43,ovary
A2780,MK-4541,MK-8776,9.5225,ovary
A2780,MK-4541,MRK-003,11.27,ovary
A2780,MK-4541,OXALIPLATIN,8.885,ovary
A2780,MK-4541,PACLITAXEL,4.956666666666666,ovary
A2780,MK-4541,PD325901,13.9875,ovary
A2780,MK-4541,SN-38,8.4075,ovary
A2780,MK-4541,SORAFENIB,5.78,ovary
A2780,MK-4541,SUNITINIB,6.5975,ovary
A2780,MK-4541,TEMOZOLOMIDE,8.445,ovary
A2780,MK-4541,TOPOTECAN,10.635,ovary
A2780,MK-4541,VINBLASTINE,3.705,ovary
A2780,MK-4541,VINORELBINE,7.48,ovary
A2780,MK-4541,ZOLINZA,7.6625,ovary
A2780,MK-4827,ABT-888,-4.64,ovary
A2780,MK-4827,BEZ-235,6.183333333333334,ovary
A2780,MK-4827,BORTEZOMIB,4.403333333333333,ovary
A2780,MK-4827,DASATINIB,12.2425,ovary
A2780,MK-4827,DINACICLIB,6.2175,ovary
A2780,MK-4827,ERLOTINIB,7.145,ovary
A2780,MK-4827,GELDANAMYCIN,3.75,ovary
A2780,MK-4827,MK-2206,8.56,ovary
A2780,MK-4827,MK-8669,5.535,ovary
A2780,MK-4827,MK-8776,11.5625,ovary
A2780,MK-4827,OXALIPLATIN,8.1375,ovary
A2780,MK-4827,PD325901,10.065000000000001,ovary
A2780,MK-4827,SN-38,13.59,ovary
A2780,MK-4827,SORAFENIB,3.6149999999999998,ovary
A2780,MK-4827,TOPOTECAN,3.61,ovary
A2780,MK-5108,ABT-888,10.7425,ovary
A2780,MK-5108,BEZ-235,8.0975,ovary
A2780,MK-5108,BORTEZOMIB,3.7600000000000002,ovary
A2780,MK-5108,DASATINIB,14.515,ovary
A2780,MK-5108,ERLOTINIB,11.2,ovary
A2780,MK-5108,GELDANAMYCIN,3.6225,ovary
A2780,MK-5108,MK-2206,9.4275,ovary
A2780,MK-5108,MK-4827,8.025,ovary
A2780,MK-5108,MK-8669,18.5875,ovary
A2780,MK-5108,MK-8776,10.0125,ovary
A2780,MK-5108,OXALIPLATIN,9.950000000000001,ovary
A2780,MK-5108,PD325901,8.950000000000001,ovary
A2780,MK-5108,SN-38,5.52,ovary
A2780,MK-5108,SORAFENIB,5.15,ovary
A2780,MK-5108,TOPOTECAN,5.2325,ovary
A2780,MK-8669,BEZ-235,8.125,ovary
A2780,MK-8669,DINACICLIB,12.805,ovary
A2780,MK-8669,GELDANAMYCIN,-7.166666666666667,ovary
A2780,MK-8669,MK-8776,23.3975,ovary
A2780,MK-8669,OXALIPLATIN,5.6875,ovary
A2780,MK-8669,SN-38,6.640000000000001,ovary
A2780,MK-8669,SORAFENIB,6.165,ovary
A2780,MK-8669,TOPOTECAN,4.2725,ovary
A2780,MRK-003,5-FU,12.1675,ovary
A2780,MRK-003,ABT-888,12.690000000000001,ovary
A2780,MRK-003,AZD1775,13.0325,ovary
A2780,MRK-003,BEZ-235,13.585,ovary
A2780,MRK-003,BORTEZOMIB,4.079999999999999,ovary
A2780,MRK-003,CARBOPLATIN,12.6475,ovary
A2780,MRK-003,CYCLOPHOSPHAMIDE,6.2125,ovary
A2780,MRK-003,DASATINIB,18.685000000000002,ovary
A2780,MRK-003,DEXAMETHASONE,7.1975,ovary
A2780,MRK-003,DINACICLIB,4.623333333333333,ovary
A2780,MRK-003,DOXORUBICIN,6.5375,ovary
A2780,MRK-003,ERLOTINIB,12.625,ovary
A2780,MRK-003,ETOPOSIDE,5.3625,ovary
A2780,MRK-003,GELDANAMYCIN,5.56,ovary
A2780,MRK-003,L778123,6.305,ovary
A2780,MRK-003,LAPATINIB,16.3925,ovary
A2780,MRK-003,METFORMIN,13.467500000000001,ovary
A2780,MRK-003,MITOMYCINE,5.5225,ovary
A2780,MRK-003,MK-2206,17.8825,ovary
A2780,MRK-003,MK-4827,12.719999999999999,ovary
A2780,MRK-003,MK-5108,9.2375,ovary
A2780,MRK-003,MK-8669,15.727500000000001,ovary
A2780,MRK-003,MK-8776,12.317499999999999,ovary
A2780,MRK-003,OXALIPLATIN,4.1049999999999995,ovary
A2780,MRK-003,PACLITAXEL,12.3075,ovary
A2780,MRK-003,PD325901,10.85,ovary
A2780,MRK-003,SN-38,16.5825,ovary
A2780,MRK-003,SORAFENIB,7.842499999999999,ovary
A2780,MRK-003,SUNITINIB,9.879999999999999,ovary
A2780,MRK-003,TEMOZOLOMIDE,10.745000000000001,ovary
A2780,MRK-003,TOPOTECAN,10.3225,ovary
A2780,MRK-003,VINBLASTINE,10.24,ovary
A2780,MRK-003,VINORELBINE,6.109999999999999,ovary
A2780,MRK-003,ZOLINZA,6.865,ovary
A2780,OXALIPLATIN,DINACICLIB,8.085,ovary
A2780,OXALIPLATIN,MK-8776,17.7075,ovary
A2780,OXALIPLATIN,SORAFENIB,3.12,ovary
A2780,PACLITAXEL,ABT-888,7.25,ovary
A2780,PACLITAXEL,AZD1775,4.846666666666667,ovary
A2780,PACLITAXEL,BORTEZOMIB,3.28,ovary
A2780,PACLITAXEL,DASATINIB,10.215,ovary
A2780,PACLITAXEL,DINACICLIB,4.64,ovary
A2780,PACLITAXEL,ERLOTINIB,6.06,ovary
A2780,PACLITAXEL,L778123,3.33,ovary
A2780,PACLITAXEL,LAPATINIB,5.005,ovary
A2780,PACLITAXEL,MK-2206,6.175,ovary
A2780,PACLITAXEL,MK-5108,12.9,ovary
A2780,PACLITAXEL,MK-8669,4.8975,ovary
A2780,PACLITAXEL,MK-8776,4.09,ovary
A2780,PACLITAXEL,PD325901,6.2,ovary
A2780,PACLITAXEL,SORAFENIB,4.7700000000000005,ovary
A2780,PACLITAXEL,SUNITINIB,4.635,ovary
A2780,PACLITAXEL,TEMOZOLOMIDE,3.19,ovary
A2780,PACLITAXEL,ZOLINZA,4.67,ovary
A2780,PD325901,ABT-888,13.44,ovary
A2780,PD325901,BEZ-235,13.815,ovary
A2780,PD325901,BORTEZOMIB,6.616666666666667,ovary
A2780,PD325901,DASATINIB,22.1125,ovary
A2780,PD325901,DINACICLIB,3.9850000000000003,ovary
A2780,PD325901,GELDANAMYCIN,7.3066666666666675,ovary
A2780,PD325901,MK-8669,13.407499999999999,ovary
A2780,PD325901,MK-8776,14.845,ovary
A2780,PD325901,OXALIPLATIN,12.825,ovary
A2780,PD325901,SN-38,8.7675,ovary
A2780,PD325901,SORAFENIB,11.06,ovary
A2780,PD325901,TOPOTECAN,6.405,ovary
A2780,SN-38,DINACICLIB,3.34,ovary
A2780,SN-38,MK-8776,8.8525,ovary
A2780,SN-38,SORAFENIB,7.3325,ovary
A2780,SORAFENIB,MK-8776,6.699999999999999,ovary
A2780,SUNITINIB,ABT-888,15.3025,ovary
A2780,SUNITINIB,AZD1775,5.3,ovary
A2780,SUNITINIB,BEZ-235,10.045,ovary
A2780,SUNITINIB,BORTEZOMIB,6.9375,ovary
A2780,SUNITINIB,DASATINIB,14.6675,ovary
A2780,SUNITINIB,DINACICLIB,6.075,ovary
A2780,SUNITINIB,ERLOTINIB,12.295,ovary
A2780,SUNITINIB,GELDANAMYCIN,6.325,ovary
A2780,SUNITINIB,LAPATINIB,17.599999999999998,ovary
A2780,SUNITINIB,MK-2206,11.907499999999999,ovary
A2780,SUNITINIB,MK-5108,3.4124999999999996,ovary
A2780,SUNITINIB,MK-8669,9.8,ovary
A2780,SUNITINIB,MK-8776,13.665,ovary
A2780,SUNITINIB,OXALIPLATIN,8.185,ovary
A2780,SUNITINIB,PD325901,13.9875,ovary
A2780,SUNITINIB,SN-38,9.075,ovary
A2780,SUNITINIB,SORAFENIB,3.46,ovary
A2780,SUNITINIB,TEMOZOLOMIDE,13.99,ovary
A2780,TEMOZOLOMIDE,ABT-888,33.625,ovary
A2780,TEMOZOLOMIDE,AZD1775,13.665000000000001,ovary
A2780,TEMOZOLOMIDE,BEZ-235,12.445,ovary
A2780,TEMOZOLOMIDE,DASATINIB,11.6925,ovary
A2780,TEMOZOLOMIDE,DINACICLIB,10.43,ovary
A2780,TEMOZOLOMIDE,ERLOTINIB,19.095,ovary
A2780,TEMOZOLOMIDE,GELDANAMYCIN,5.2,ovary
A2780,TEMOZOLOMIDE,LAPATINIB,19.0625,ovary
A2780,TEMOZOLOMIDE,MK-2206,11.2525,ovary
A2780,TEMOZOLOMIDE,MK-4827,27.73,ovary
A2780,TEMOZOLOMIDE,MK-5108,4.6850000000000005,ovary
A2780,TEMOZOLOMIDE,MK-8669,-7.02,ovary
A2780,TEMOZOLOMIDE,MK-8776,9.635,ovary
